title,price
Aroma diffuser Vit,699 kr
CRP test,199 kr
Borreliatest,249 kr
Halsflusstest,219 kr
Candidatest,299 kr
Järnbristtest,159 kr
Graviditetstest,99 kr
PSA-Test,189 kr
Urinvägsinfektionstest,145 kr
D-vitamintest,199 kr
Glutenintoleranstest,169 kr
Menopause Test 2st,139 kr
Graviditetstest 8st,119 kr
Spermatest,239 kr
Graviditetstest 1st,69 kr
Sköldkörteltest,179 kr
Kolesteroltest,249 kr
Parasittest,349 kr
Klimakterietest,179 kr
Graviditetstest 2st,59 kr
Vaginalt pH-test,89 kr
Curbisal 30 kapslar,239 kr
Curbisal 90 kapslar,659 kr
Glukosaminsulfat med MSM för djur 90 kapslar,399 kr
Mandelolja 250ml,329 kr
Stretch Mark Massage Oil 100ml,279 kr
Natural body oil herbal sense 100ml,229 kr
Morotsolja 100ml,155 kr
Ringblomsolja 100ml,155 kr
Pomegranate Regenerating Body Oil 100ml,299 kr
Sea Buckthorn Revitalising Body Oil 100ml,219 kr
Mandelolja kallpressad 100ml,125 kr
Natural body oil berry lovely 100ml,229 kr
Sun Spray SPF 20 100ml,299 kr
Sun Lip Stick SPF 20,159 kr
Natural Sunscreen SPF50+ 50ml,499 kr
Tinted Natural Sunscreen SPF50+ 50ml,499 kr
Sunless Bronze 75ml,279 kr
Natural bronzing body mist spicy orange 100ml,229 kr
Natural regenerating body butter spicy orange 100ml,229 kr
Body Mousse Almond & Honey 450ml,129 kr
Nurturing Body Cream Blueberry Blackberry 250ml,69 kr
Invigorating Body Cream Clementine and Lemon 250ml,69 kr
Angel blue body mousse. Nourishing. Blueberry & Cotton 250ml,59 kr
Kroppskräm Läkemalva 200ml,355 kr
Skin Food Body Butter 150ml,219 kr
Kroppskräm Guldbukett 250ml,370 kr
Kroppskräm Kokos 100ml,165 kr
Satin Lipstick Lipstick,349 kr
Satin Lipstick Hippie,349 kr
Satin Lipstick Love,349 kr
Satin Lipstick Cherie,349 kr
Satin Lipstick So Vintage,349 kr
Satin Lipstick Blush,349 kr
Satin Lipstick Mademoiselle K,349 kr
Tvålmassa 500g,179 kr
Luminous Glow Conditioner For Normal Hair Orchid and Mint 280ml,59 kr
Moisturizing Leave-In Conditioner for Dry Hair Artichoke and Broccoli 75ml,59 kr
Lindblomsbalsam 150ml,85 kr
Silky Shine Conditioner For All Hair Types Frangipani and Coconut 280ml,59 kr
Refilling Conditioner for Normal Hair Banana and Jasmine 280ml,59 kr
Olive & Jojoba Conditioner 280ml,59 kr
Volumizing Conditioner for Oily Hair Fig and Rosehip 280ml,59 kr
Moisturizing Conditioner for Dry Hair Artichoke and Broccoli 280ml,59 kr
Tvål Guldbukett 100g,91 kr
S.O.S Spot Treatment 10ml,139 kr
Ultimate Illuminating Treatment Day Face Cream 50ml,99 kr
System Absolute Day Cream Light 50ml,749 kr
System Absolute Day Cream 50ml,749 kr
System Absolute Night Cream 50ml,749 kr
Tonic Eye Gel Patch Pu-erh tea & Caffeine 60st,129 kr
System Absolute Firming Beauty Fluid 50ml,599 kr
System Absolute Night Cream Light 50ml,749 kr
Borste för torrschampo,189 kr
Bastuolja Japansk Mint 250ml,179 kr
Bastuolja Apelsin & Rosmarin 250ml,179 kr
Bastuolja Eukalyptus & Mentol 250ml,179 kr
Bastuolja Isig Lime 250ml,179 kr
Multifunction Face Cream Blackwood & Mint 75ml,59 kr
Refreshing Shaving Gel Blackwood & Mint 150ml,59 kr
Face Cleansing Gel Blackwood & Mint 200ml,59 kr
Shampoo for all hair types Blackwood & Mint 280ml,59 kr
Ginepro Duschschampo 250ml,204 kr
Salt Toothpaste 75ml,89 kr
Ratanhia Toothpaste 75ml,89 kr
Plant Gel Toothpaste 75ml,89 kr
Bath Foam Vitamin Recharge 500ml,59 kr
Bath Foam Herbs of Provence 500ml,59 kr
Cherry & Pomegranate Toothpaste 100g,69 kr
Minerals & Salt Toothpaste Gum Health 100g,69 kr
Charcoal & Mint Toothpaste Whitening 100g,69 kr
Hydrogel Eye Patchglow Reveal and Anti-puffiness 60st,129 kr
LL Regeneration Eye Wrinkle Cream 30ml,429 kr
Eye Wrinkle Cream 20ml,299 kr
NatuRoyale Eye and Lip Care 15ml,879 kr
After Shave Lotion Blackwood & Mint 150ml,59 kr
Bakuchiol Kallpressad  30ml,299 kr
Arganolja 100ml,249 kr
B2 Hair Serum 75ml,139 kr
Anti Friss fuktboost serum,209 kr
Balsamspray Färg & UV 150ml,185 kr
Revitalizing Hair Tonic 100ml,179 kr
Toning Body Scrub Orange 250ml,59 kr
Sport och Duschschampo 200ml,178 kr
Sockerskrubb Lugn,229 kr
Skrubbkräm Läkemalva 150ml,290 kr
Skin Beauty softening sugar body scrub Cherry & Lime 250ml,69 kr
Applikatorflaska svart 120ml,85 kr
Volumizing Scalp Scrub for Oily Hair Fig and Rosehip 75ml,59 kr
Natural hand cream for very dry skin spicy orange 50ml,89 kr
Sea Buckthorn Hand Cream 50ml,109 kr
Kropps- och handkräm Teblad 250ml,370 kr
Sensitive Hand Cream 50ml,109 kr
Natural hand cream for dry skin berry lovely 50ml,89 kr
Pomegranate Regenerating Hand Cream 50ml,109 kr
Hand och nagelkräm Oliv 75ml,177 kr
Handkräm Citron 75ml,177 kr
Kroppskräm Körsbärsblom 200ml,345 kr
Kroppskräm 3 Rosa 200ml,363 kr
Skin Food 75ml,149 kr
Kroppskräm Vanilj Ingefära 150ml,299 kr
Kroppskräm Purple Rose 200ml,366 kr
Kroppskräm Vallmo 200ml,356 kr
Skin Food Light 75ml,149 kr
Micellar Hydrating Face Pads 20st,99 kr
Deep cleansing and exfoliating face pads 20st,99 kr
NatuRoyale Night Cream 50ml,1499 kr
Perfect Beauty Sleep Solution Night Face Cream 50ml,99 kr
Hydro Gel Mask 75ml,429 kr
Instant Smoothness Exfoliating Facegommage 75ml,69 kr
Facial Mud Mask Sea Mud & Algae 75ml,59 kr
Overnight Face Mask Avocado & Aloe 75ml,59 kr
Smart Hydro Booster Miraculous Splash Mask 100ml,89 kr
Almond & Cherry Hair Mask 250ml,59 kr
Honey & Almond Conditioner 280ml,59 kr
Hair Mask Greek Fig 250ml,59 kr
Olive & Jojoba Hair Mask 250ml,59 kr
Revitalizing Hair Mask for Normal Hair Banana and Jasmin 250ml,59 kr
Silky Shine Mask For All Hair Types Frangipani and Coconut 250ml,59 kr
Perineum Massage Oil 50ml,169 kr
Massageolja naturell 100ml,99 kr
Massageolja lugnande 100ml,119 kr
Floral Bath Tea Bag Blooming paradise 3 x 50g,99 kr
Dead sea bath salt 1200g,299 kr
Epsomsalt Neutral 700g,199 kr
Himalayan bath salt 1200g,299 kr
Epsomsalt Lugnande 500g,199 kr
Fotkräm Kunzea 50ml,89 kr
Foot Balm 75ml,149 kr
Dundermjukgörande Hand och Fotsalva 60ml,109 kr
Fotkräm Kunzea 200ml,199 kr
Foot Cream-Butter 75ml,59 kr
Peanut latte creamy body scrub. Peanut & Shea 250ml,69 kr
Lemon Macaron body scrub. Firming. Lemon & Mint 250ml,69 kr
Exfoliating salt body scrub Mint & Cucumber 250ml,69 kr
Restoring Body Scrub Cocoa 250ml,69 kr
Matcha Mojito body scrub. Refreshing. Matcha & Lime 250ml,69 kr
Hydrating Body Scrub Coconut 250ml,69 kr
Saltskrubb Energi,229 kr
Mood Booster energizing body scrub Pineapple & Brown Sugar 250ml,69 kr
Pearl Body Scrub 150ml,139 kr
Natural body balm berry lovely 200ml,229 kr
Kroppslotion Bär Blom Trä 200ml,348 kr
Natural body balm bali holiday 200ml,229 kr
Kroppslotion Silverbukett 200ml,345 kr
Natural regenerating body balm spicy orange 200ml,229 kr
Hår Hud Naglar 90 kapslar,429 kr
Beautiful Hair 120 kapslar,249 kr
Skin Food Lip Balm 8ml,99 kr
Shining solid Shampoo Mango & Coconut 60g,79 kr
Volumizing solid Shampoo Volcanic ash & Bamboo 60g,79 kr
Scalp massager,129 kr
Cirkulationsborste Trä,249 kr
Färgpensel 50mm,40 kr
Kam med färgpensel 35mm,40 kr
Rosemary Invigorating Bath Milk,219 kr
Lavender Relaxing Bath Milk 200ml,219 kr
Citrus Refreshing Bath Milk 200ml,219 kr
Sense Boosting Shower Gel Sweet Raspberry 280ml,59 kr
Sea Buckthorn Vitality Creamy Bodywash 200ml,109 kr
Duscholja Oparfymerad 500ml,239 kr
Duscholja Oparfymerad 250ml,145 kr
Duscholja Lavendel 500ml,239 kr
Duscholja Lavendel 250ml,145 kr
Beautiful Skin 60 kapslar,249 kr
NatuRoyale Lifting Serum 50ml,1099 kr
Adaptogenic Cleansing Oil 80ml,549 kr
Lerosett,100 kr
Makeup Remover Melting Balmgentle Cleanser 100ml,119 kr
Intense Hydration Cleansing Foaming Mousse 160ml,89 kr
Nail Polish Sunset 10ml,175 kr
The Natural Pedicure Ritual Kit,59 kr
Nail Polish Stella 10ml,175 kr
Studio Top Coat 10ml,199 kr
Remover oil Huile Dissolvante Détoxifiante au ROMA,279 kr
Nail Polish Rose Milk Glow 10ml,175 kr
Nail Polish Vogue 10ml,175 kr
The Natural Manicure Ritual Kit,59 kr
Nail Polish Saffron 10ml,175 kr
Nail Polish Rose Punk 10ml,175 kr
Nail Polish Sereno 10ml,175 kr
Nail Polish Remover à la Rose 100ml,249 kr
Nail Polish Prune 10ml,175 kr
Nail Polish Rose Snow 10ml,175 kr
Tåring L/XL,99 kr
Tåring S/M,99 kr
Magnesiumglycinat 90 kapslar,219 kr
Eterisk olja Tallbarr 10ml,119 kr
Blandflaska spray 30ml,49 kr
Eterisk Olja Oregano och Moringa 30ml,219 kr
Eterisk olja Kanel 10ml,129 kr
Magnesiumtaurat 90 kapslar,239 kr
Eterisk Harmoni Kvinna olja 10ml,169 kr
Deodorant Unisex 75ml,139 kr
Deodorant Unisex Oparfymerad 75ml,139 kr
Herbal Fresh Deo Spray Salbei 100ml,179 kr
Floral Fresh Deo Spray Wildrose 100ml,209 kr
Gentle Deo Roll-On Cotton & Water Lily 50ml,79 kr
Bisalva Ringblomma 50g,125 kr
Honung med Propolis & Eukalyptus 280g KRAV,119 kr
Honung Ljung 500g KRAV,199 kr
"Strumpbyxa 40 den, 2-pack 36-40",99 kr
"Strumpbyxa 40 den, 2-pack 40-44",99 kr
Tåspridare Strl L/XL,99 kr
Tådelare Strl L/XL,89 kr
Scented Hand Wash Orange Blossom & Vitamin C 400ml,59 kr
Gentle Hand Wash Pure Lavender & Organic Chamomile 400ml,59 kr
Blåbär torkade 150g,135 kr
Blåbärspulver frystorkad 125g,215 kr
Rabarber/kanelglögg 50cl,59 kr
Svartvinbärsglögg 63cl,45 kr
Chiafrön 300g,95 kr
Kokosblomsocker 250g,55 kr
Lakritsrot Pulver 125g,65 kr
Kokosblomsocker 400g,85 kr
Nässla 250g,129 kr
Mango pulver (frystorkad) 125g,155 kr
Raw-Mix 200g,75 kr
Hallonpulver 100g,209 kr
Jordgubbspulver 100g,205 kr
Butterfly Pea Flower 50g,125 kr
Ginseng pulver Panax 75g,225 kr
Havtornspulver 125g,205 kr
Schisandra pulver 125g,145 kr
Graviola pulver 100g,145 kr
Goji Golden Stora Tibetanska 250g,155 kr
Goji Golden Stora Tibetanska  500g,265 kr
Quinoa Röd 500g,69 kr
Valnötter Halvor 500g,155 kr
Macadamianötter Saltade/Rostade 175g,139 kr
Pinjenötter 100g,99 kr
Granola Original 500g,62 kr
Granola Pecan 400g,62 kr
Psylliumfröskal 250g,159 kr
Super Santa 100g,35 kr
Spenatpulver 200g,105 kr
Celtic Havssalt Grovmalet 500g,109 kr
Gurkmeja pulver 500g,279 kr
Gurkmeja 50 kapslar,239 kr
Gurkmeja 60 kapslar,289 kr
Gurkmejapulver 100g,99 kr
Eterisk olja Ros 5ml,269 kr
Eterisk olja Geranium 10ml,159 kr
Eterisk olja Jasmin 5ml,259 kr
Eterisk olja Mandarin 30ml,199 kr
Eterisk olja Grapefrukt 30ml,199 kr
Eterisk Neroliolja 10ml,249 kr
Eterisk olja Grapefrukt 10ml,129 kr
Eterisk olja Salvia 10ml,149 kr
Eterisk olja Citron 10ml,119 kr
Eterisk olja Pepparmint 10ml,129 kr
Eterisk Grönmyntaolja 10ml,119 kr
Passionsfruktpulver frystorkat 125g,145 kr
Pink Pitaya pulver 90g,169 kr
Mullbär vita 500g,210 kr
Acai bär pulver (frystorkad) 100g,199 kr
Groddburk glas,99 kr
Kokosolja Neutral 500ml,69 kr
Kakao skivor 100% Criollo 150g,119 kr
Kakaonibs Criollo 150g,89 kr
Kakaosmör wafers 225g,169 kr
Kokos Olja extra virgin 500ml,130 kr
Kokosolja Kallpressad 500ml,89 kr
Mangobitar Amelie/Brooks 300g,119 kr
Mullbär vita 250g,115 kr
Dulse Algblad  40g,109 kr
Chlorellapulver 150g,169 kr
Maca gul pulver 200g,149 kr
Maca röd pulver 200g,205 kr
Turmeric latte mix original 125g,120 kr
Turmeric latte mix cardamom 125g,120 kr
Turmeric latte mix 100g,115 kr
Hallonfröolja Kallpressad 30ml,109 kr
Druvkärnolja Kallpressad 100ml,189 kr
Jojobaolja 250ml,429 kr
Neem kallpressad 100ml,115 kr
Morotsfröolja Kallpressad 30ml,129 kr
Choklad Apelsin & Kardemumma ljus 46% 70g,59 kr
Choklad Mandel & Honung ljus 46% 70g,59 kr
Pau D'Arco te 300g,279 kr
Daily 100 kapslar,209 kr
Pau D'Arco te 100g,139 kr
UltraClear Sustain 784g,749 kr
Man 100 tabletter,169 kr
Nozovent Näsvidgare Large 2st,65 kr
Nozovent Näsvidgare Medium 2st,65 kr
Natural regenerating wash gel spicy orange 300ml,199 kr
Natural body wash bali holiday 300ml,199 kr
Bali holiday soy candle 230g,329 kr
Natural body wash herbal sense 300ml,199 kr
Natural body wash berry lovely 300ml,199 kr
Lingonberry Shampoo 200ml,189 kr
Blueberry Shampoo 200ml,189 kr
Comfortable Förfotsstöd 45,249 kr
Comfortable Förfotsstöd 42,249 kr
Comfortable Förfotsstöd 46,249 kr
Comfortable Förfotsstöd 37,249 kr
Comfortable Förfotsstöd 41,249 kr
Comfortable Förfotsstöd 40,249 kr
Fuktighetskräm Honungsblom 50ml,89 kr
Duschkräm Oparfymerad 250ml,109 kr
Fuktighetskräm Honungsblom 200ml,199 kr
Balsam Äppelvinägerextrakt 500 ml,219 kr
Bodylotion Oparfymerad 500ml,179 kr
Bodyoil 100ml,259 kr
Bodylotion Honungsblom 250ml,119 kr
Dagkräm Vattenlilja 50ml,199 kr
Fuktighetskräm Lavendel 200ml,199 kr
Bodylotion Lavendel 250ml,119 kr
Bodylotion Oparfymerad 250ml,119 kr
Fuktighetskräm Honungsblom 500 ml,329 kr
Duschkräm 250ml,109 kr
Fuktighetskräm oparfymerad 200ml,199 kr
Duschkräm Ängsblomma 500ml,149 kr
Bodylotion Honungsblom 500ml,179 kr
Refining Lotion 30ml,169 kr
Aroma Shower Harmony 200ml,119 kr
Arnica Sport Shower Gel 200ml,119 kr
Citrus 24h Roll-On Deodorant 50ml,109 kr
Almond Sensitive Body Wash 200ml,119 kr
Aroma Shower Energy 200ml,119 kr
Aroma Shower Relax 200ml,119 kr
Aroma Shower Love 200ml,119 kr
EARTH Kurkumin 60 kapslar,289 kr
Joint Complex 30 kapslar,229 kr
Smart Multi 60 kapslar,269 kr
Balsam HS 250ml,199 kr
Balsam Färg & UV 250ml,209 kr
Balsam 250ml,155 kr
Balsam 1000ml,395 kr
Bodylotion 300ml,199 kr
Balsam Färg & UV 1000ml,499 kr
HelaBen 200 kapslar,289 kr
Nail Polish Bubble Vvee 10ml,175 kr
Nail Polish Cactus 10ml,175 kr
Nail Polish Catwalk 10ml,175 kr
Nail Polish Flamingo 10ml,175 kr
Nail Polish French White 10ml,175 kr
Nail Polish French Nude 10ml,175 kr
Giftset French Manicure,449 kr
Nail Polish Coeur 10ml,175 kr
Nail Polish Cappuccino 10ml,175 kr
Nail Polish Phenomenal 10ml,175 kr
Nail Polish Provence 10ml,175 kr
Nail Bloc Polish 4 faces Buffer,59 kr
Nail Polish Navy 10ml,175 kr
Nail Bloc polissoir blanc - White nail block,59 kr
Nail Polish Or Santal 10ml,175 kr
Nail Polish Lily Rose 10ml,175 kr
Nail Polish Or Pur 10ml,175 kr
Cellsyre 60ml,369 kr
pH-papper 100st,139 kr
Björkaskapulver 150g,359 kr
Anti-V 30 kapslar,359 kr
Björkaskaextrakt 1000ml,239 kr
Basbalans 250g,329 kr
Spikenzym 60 kapslar,1099 kr
Spikenzym 30 kapslar,629 kr
Siboba 60 kapslar,529 kr
Immunbalans 60 kapslar,289 kr
Hair Volume 90 tabletter,629 kr
Multivitamin för kvinnor 55 + 90 tabletter,179 kr
Active Legs 30 tabletter,269 kr
Nail Strong 30 tabletter,239 kr
Hair Volume 30 tabletter,239 kr
Duschtvål Vallmo 250ml,181 kr
Duschtvål Guldbukett 250ml,181 kr
Duschtvål Läkemalva 250ml,183 kr
Duschkräm Kokos 100ml,110 kr
Duschtvål Teblad 250ml,181 kr
Duschtvål Bär Blom Trä 250ml,183 kr
Duschtvål Vanilj Ingefära 250ml,181 kr
Duschtvål Körsbärsblom 250ml,181 kr
Hand Balm 50ml,129 kr
Intensive Care Capsules 50 kapslar,429 kr
Beauty Shot Skin & Pore Balancer,499 kr
AquaNature Refreshing Cleansing Mousse 150ml,379 kr
Facial Firming Gel 50ml,429 kr
Rose Blossom Vital Care 50ml,379 kr
For Lips 5ml,99 kr
Orange Blossom med pump 50ml,379 kr
Pura Soft Q10 creme 50ml,319 kr
Energy Nature Anti-Puff Eye Serum 15ml,329 kr
Effekt Peeling 50ml,399 kr
Beauty Shots Hydro Booster,499 kr
Coconut Splash set,99 kr
Holiday Bliss Elegant Body Spa Set 280ml/250ml,99 kr
Festive Confection set,99 kr
Lavendelblom 100g,125 kr
Blompollen 100g,259 kr
Aprikoskärnolja 100ml,159 kr
Arnicaolja Ekologisk 100ml,299 kr
Bivaxplattor 100g,135 kr
Apelsinblomsvatten 100ml,99 kr
Kanelpulver 100g,99 kr
Bikarbonat 250g,55 kr
Eterisk olja Bergamott 5ml,95 kr
Basolja ekonomi 100ml,79 kr
Coreflow Square Balanskudde Design Ljusgrå,799 kr
Butler Bordskrok,99 kr
Lucuma 150g,89 kr
Aprikoser soltorkade 300g RAW,109 kr
Jordnötter 400g Raw,65 kr
Boswellia extrakt pulver 60g,219 kr
Brahmi pulver 125g,139 kr
The Greatest Candle Doftljus Spice Wood 120g,99 kr
The Greatest Candle Doftljus Apple 120g,99 kr
The Greatest Candle Doftljus Blueberry 120g,99 kr
The Greatest Candle Doftljus Fig Milk 120g,99 kr
The Greatest Candle Doftljus Lime Flower 120g,99 kr
The Greatest Candle Doftljus Mojito 170g,159 kr
The Greatest Candle Doftljus Jasmine 120g,99 kr
Double Hair 60 kapslar,309 kr
Gazless 60 tuggtabletter,179 kr
Doseringsask Great Earth,79 kr
Multi Vitamin 60 tabletter,235 kr
Everyday 60 tabletter,229 kr
Hair Shampoo Repair 280ml,59 kr
Cherry Blossom exfoliating sugar body scrub 250ml,69 kr
Berry Bath Tea Bag Berryliscious adventure 3 x 50g,99 kr
Hair Shampoo Silky Shine 280ml,59 kr
Almond & Cherry Conditioner 280ml,59 kr
Hair Conditioner Coconut & Shea 280ml,59 kr
Honey & Almond Shampoo 280ml,59 kr
Hand Soap Pomegranate 500ml,59 kr
Soothing Face Mist Avocado & Aloe 150ml,59 kr
Body Cream Indian Lotus 250ml,69 kr
Body Cream Pink Lychee 250ml,69 kr
Magnesiumpulver Citron 200g,469 kr
Turkesteron 50mg 90 kapslar,399 kr
CBD Kräm 300 mg 50ml,299 kr
Boswellia Extrakt 500mg 90 kapslar,289 kr
Tribulus Extrakt 500mg 90 kapslar,199 kr
Beta Boost 60 kapslar,199 kr
Aromaflaska (tom) 100 ml + 5 doftpinnar,199 kr
Macadam nötter Naturell 175g,135 kr
Aminotabletter 100 tabletter,189 kr
Eterisk olja Tallbarr 30ml,189 kr
Eterisk olja Rosmarin kamfertyp 10ml,95 kr
Eterisk olja Rödceder 10ml,129 kr
Eterisk olja Patchouli 10ml,169 kr
Eterisk olja Sandelträ 5ml,289 kr
Lavender Relaxing Body Oil 100ml,219 kr
Body Shimmer Dry Oil Gold Jojoba & Shea 100ml,149 kr
Chokladolja kropps- och massageolja 150ml,109 kr
Body Shimmer Oil Caramel & Papaya 100ml,149 kr
Citrus Refreshing Body Oil 100ml,189 kr
Body Shimmer Oil Rose & Lychee 100ml,149 kr
Body Shimmer Oil Chocolate & Mango 100ml,149 kr
Hair Conditioner Avocado & Honey 280ml,59 kr
Leave-In Conditioner Lily and Amaranth 75ml,59 kr
Hair Conditioner Silky Shine 280ml,59 kr
Hair Conditioner Raspberry & Acai 280ml,59 kr
Iris Balancing Day Cream 30ml,209 kr
Calendula Toothpaste 75ml,89 kr
Apple & Grape Toothpaste for sensitive teeth 100g,69 kr
Pomegranate Inspire Creamy Body Wash 200ml,119 kr
Pincett diagonal spets,69 kr
Pincett,69 kr
Heatless curl kit,159 kr
"Pincett diagonal spets, metall",45 kr
Pincett spetsig,45 kr
Citrus Hand & Nail Cream 50ml,109 kr
Hand and Nailcream Butter 75ml,59 kr
Hand and Nailcream Balm 75ml,59 kr
Body Cream Japanese Camellia 250ml,69 kr
Body Desserts Vanilla Whipped Cream Moisturizing Body Cream 450ml,129 kr
Combination Skin Night Cream 50ml,379 kr
Energy Nature Regeneratve Night Cream 50ml,329 kr
Exfoliating Face Gommage Avocado & Aloe 75ml,59 kr
Deep hydration Face Mask Avocado & Aloe 75ml,59 kr
Arnica Massage Oil 200ml,309 kr
Arnica Massage Oil 100ml,209 kr
Harmoni Massageolja 250ml,299 kr
Bodyscrub Brazilian Coffee 250ml,69 kr
Body Scrub Tropical Mix 450ml,149 kr
Body Polish Atlantic Algae 250ml,59 kr
Body Scrub Almond & Honey 450ml,149 kr
Dundergörande Fotskrubb 200g,79 kr
Body Scrub Candy Cane 250ml,69 kr
Energizing Body Polish Bamboo 250ml,59 kr
Body Scrub Juicy Papaya 250ml,69 kr
Bodyscrub Raspberry 250ml,69 kr
Brown sugar body scrub Pumpkin Spice Latte 250ml,69 kr
Bodyscrub Mango 250ml,69 kr
Body Polish Pearl Rose 250ml,59 kr
Bodyscrub Lemongrass 250ml,69 kr
Body Soufflé Moroccan Orange 450ml,129 kr
Firming Shower Gel Lemon Macaron 280ml,59 kr
Kakadu Plum Vitamin C Booster 15ml,699 kr
Hyaluronic Hydration Complex 30ml,729 kr
Almond Sensitive Facial Lotion 30ml,229 kr
Almond Sensitive Facial Cream 30ml,229 kr
Almond Sensitive Facial Oil 50ml,249 kr
Almond & Cherry Shampoo 280ml,59 kr
Calming Face Tonic Avocado & Aloe 150ml,59 kr
Ansiktsrengöring Ängsblomma 250ml,185 kr
Combination Skin Cleansing Gel 150ml,319 kr
Nail Polish Kimono 10ml,175 kr
Nail Polish Nile 10ml,175 kr
Nail Polish Love 10ml,175 kr
Nail Polish Green Love 10ml,175 kr
Nail Polish Hipster 10ml,175 kr
Nail Polish Or Rose 10ml,175 kr
Nail Polish Mademoiselle K 10ml,175 kr
Eterisk God Natt olja 10ml,159 kr
Blandflaska spray 100ml,59 kr
Eterisk Ingefärsolja 10ml,159 kr
Munskydd,129 kr
Citrus Fresh Deo Spray 100ml,165 kr
Belgisk Choklad Karamell 44g,30 kr
Honung med Propolis 280g KRAV,119 kr
Blandflaska med pipettlock för oljor 100ml,49 kr
Hjortronglögg 50cl,65 kr
Honung Ljung & Propolis 280g KRAV,159 kr
Honung med Saffran & Apelsin 280g KRAV,119 kr
Kokosflingor 250g,69 kr
Cashew Roasted 350g,135 kr
Hampafrön skalade 300g,129 kr
Cashew Sourcream 350g,159 kr
Cashew hela 400g,159 kr
Kakao nibs Criollo 300g,169 kr
Guarana 90g,135 kr
Broccoli Groddar Pulver 115g,169 kr
Merry Christmas chokladask 24 bitar,109 kr
Christmas Cremoso Praliner presentask 120g,159 kr
"Bellini, please! body scrub. Hydrating. Watermelon & Peach 250ml",69 kr
Julsenap i krus 250g,109 kr
Munskydd med ventil Turkos S,129 kr
Munskydd med ventil Grå M-L,139 kr
Balsam Äppelvinägerextrakt 250 ml,159 kr
Ansiktsvatten Ängsblomma 250ml,135 kr
Calendula Face Cream 50ml,99 kr
Nail Polish Fuji 10ml,175 kr
Nail Polish Glam 10ml,175 kr
Harbor Bridge Demi Lune Halvrundad Nagelfil,59 kr
Nagelolja Rose infusion,379 kr
Ultratarm 90k,339 kr
Energy Nature Cooling Facial Gel 150ml,299 kr
Combination Skin Facial Toner 150ml,379 kr
Energy Nature Vitalizing Day Cream 50ml,329 kr
Purifying Care Astringent  Toner 150ml,199 kr
Purifying Care Regulating Face Care 75ml,219 kr
Combination Skin Light Day essence 75ml,379 kr
Eterisk olja Lavendel fine 10ml,115 kr
Eterisk olja Grape 10ml,139 kr
The Greatest Candle Doftljus Darjeeling 120g,99 kr
Multi Vegan 60 kapslar,229 kr
Body Desserts Mango Sugar Sorbet Instant Renewal Body Scrub 450ml,149 kr
Olive & Jojoba Shampoo 280ml,59 kr
Luminous Glow Shampoo For Normal Hair Orchid and Mint 280ml,59 kr
Nutrition solid Shampoo Honey & Macadamia 60g,79 kr
Anti-yellow solid Shampoo Blueberry & Shea 60g,79 kr
Arnica Salva 25g,129 kr
Dinamint 30 tabletter,69 kr
Bär Boost 60 kapslar,269 kr
Bär Boost Pulver 200g,279 kr
Ergostone Original,1499 kr
Eterisk olja Eukalyptus 30ml,179 kr
Eterisk olja Lavendel 30ml,209 kr
Birch Cellulite Oil 100ml,289 kr
Calendula Soap 100g,99 kr
Hand Soap Minty Jasmine 500ml,69 kr
Antioxidant Body Cream Matcha and Basil 250ml,59 kr
